193	87211.931638	13.975260
194	89488.288744	14.300511
195	91123.475083	14.531874
196	93691.457728	14.892288
197	96154.887818	15.241840
198	98662.550360	15.599366
199	101211.055351	15.963471
200	103307.726930	16.258877
201	106724.552529	16.740557
202	109603.263736	17.152986
203	112757.343268	17.606610
204	115608.976818	18.015666
205	117970.901075	18.344973
206	120563.690110	18.690730
207	124250.266138	19.169533
208	128771.145540	19.760305
209	131708.325330	20.138079
210	135615.647713	20.620321
211	139940.158163	21.140451
212	145123.164021	21.755355
213	150912.160935	22.443729
214	156957.323319	23.167862
215	160634.238653	23.591532
216	167757.207951	24.378357
217	176956.851613	25.428501
218	184082.671141	26.262605
219	189160.841379	26.828054
220	195567.392157	27.483134
221	204689.052239	28.364599
222	210582.239923	28.888295
223	222542.342799	29.861816
224	235942.802151	30.926554
225	247102.306306	31.762625
226	261222.495238	32.728363
227	276356.350126	33.674070
228	292569.314667	34.575556
229	313467.194286	35.605002
230	331460.836858	36.359106
231	363289.953642	37.495028
232	400414.576642	38.726276
233	460981.638655	40.853914
234	507933.574074	42.652175
235	543136.960396	43.856837
236	609520.488889	45.864406
237	673090.214724	47.681948
238	721800.763158	48.792702
239	831164.666667	50.769432
240	1006548.247706	54.311486
241	1108219.888889	56.444736
242	1275741.651163	59.466220
243	1523802.722222	64.148600
244	1662330.333333	66.566782
245	2109881.076923	74.305964
246	2675947.000000	91.209786
247	2813175.102564	96.348020
248	3047606.444444	102.761642
249	3918351.428571	127.838579
250	4219763.153846	137.293839
251	5224468.904762	160.090177
252	6095213.888889	173.062696
253	9142821.333333	187.769151
254	27428466.000000	200.524587
255	inf	nan
