0	4807.215795	0.923036
1	5575.591847	1.064291
2	6190.876968	1.190614
3	6421.776490	1.241582
4	6554.952674	1.271565
5	6662.055265	1.295792
6	6778.994315	1.322319
7	6874.164056	1.343941
8	6979.141748	1.367790
9	7086.001357	1.392106
10	7208.953867	1.420203
11	7328.894976	1.447786
12	7450.362945	1.475900
13	7557.654358	1.500857
14	7677.742161	1.528927
15	7783.437917	1.553755
16	7893.787940	1.579771
17	8007.311533	1.606664
18	8106.734851	1.630298
19	8206.815366	1.654121
20	8287.423963	1.673284
21	8376.662492	1.694431
22	8461.964209	1.714591
23	8557.024025	1.737012
24	8652.878214	1.759604
25	8734.876105	1.778877
26	8812.774743	1.797084
27	8900.011520	1.817368
28	8986.783075	1.837460
29	9070.010169	1.856633
30	9154.029039	1.875876
31	9243.511965	1.896264
32	9311.780579	1.911699
33	9403.583233	1.932290
34	9483.255533	1.950042
35	9560.954680	1.967199
36	9656.910915	1.988235
37	9742.682771	2.006916
38	9821.190510	2.023858
39	9902.761329	2.041280
40	9992.975952	2.060373
41	10084.849237	2.079655
42	10174.650900	2.098338
43	10272.796048	2.118585
44	10374.815018	2.139479
45	10497.934737	2.164581
46	10607.573583	2.186850
47	10715.337957	2.208603
48	10833.867470	2.232400
49	10945.210516	2.254636
50	11043.279042	2.274058
51	11151.050010	2.295204
52	11258.633415	2.316133
53	11344.798139	2.332700
54	11456.170844	2.353861
55	11547.828211	2.371071
56	11679.386245	2.395528
57	11798.727683	2.417556
58	11901.133652	2.436248
59	12001.392298	2.454296
60	12123.419052	2.475991
61	12235.657149	2.495716
62	12333.330298	2.512627
63	12476.410213	2.537097
64	12579.422887	2.554502
65	12688.552163	2.572636
66	12825.030863	2.595003
67	12993.654507	2.622420
68	13114.824029	2.641924
69	13249.467150	2.663288
70	13411.453301	2.688713
71	13871.027816	2.762532
72	14378.274967	2.849155
73	14553.771557	2.880134
74	14745.487634	2.913959
75	14917.937721	2.944351
76	15084.091159	2.973508
77	15605.524609	3.068026
78	15782.896993	3.101322
79	15987.613815	3.139809
80	16176.214391	3.175352
81	16352.237144	3.208490
82	16577.100332	3.250921
83	16759.444241	3.285423
84	17014.178040	3.333885
85	17195.531034	3.368568
86	17378.038175	3.403375
87	17646.397137	3.454851
88	17844.456734	3.493117
89	18047.012502	3.532255
90	18275.506413	3.576525
91	18469.348148	3.614138
92	18699.164991	3.658780
93	18882.626162	3.694405
94	19059.783183	3.728594
95	19274.099789	3.769793
96	19475.987041	3.808525
97	19678.617578	3.847253
98	19903.547896	3.890148
99	20155.874518	3.938363
100	20354.077551	3.976198
101	20590.942192	4.021269
102	20853.185136	4.071280
103	21069.456693	4.112518
104	21257.257702	4.148049
105	21465.223440	4.187025
106	21733.125990	4.237083
107	21985.747094	4.284306
108	22221.780636	4.328293
109	22444.554010	4.369537
110	22695.290443	4.415674
111	22932.500836	4.459076
112	23179.618635	4.503979
113	23462.188195	4.555125
114	23710.663713	4.599896
115	23948.763807	4.642405
116	24261.244140	4.697917
117	24548.981651	4.748955
118	24798.698915	4.792915
119	25145.428604	4.853714
120	25496.064374	4.915418
121	25814.027765	4.971404
122	26115.131397	5.024197
123	26461.582730	5.084758
124	26902.842079	5.162441
125	27243.566178	5.222799
126	27662.607665	5.297303
127	27965.828448	5.351224
128	28312.256258	5.412430
129	28592.658587	5.461517
130	28970.182466	5.527056
131	29334.258824	5.590058
132	29667.433748	5.647278
133	30016.474145	5.706628
134	30466.611219	5.782938
135	30834.825745	5.845200
136	31158.860267	5.899301
137	31562.253165	5.965855
138	32116.642857	6.057542
139	32574.376485	6.133649
140	32906.578884	6.188302
141	33438.155136	6.275093
142	33934.622642	6.356318
143	34511.069204	6.450981
144	34917.481222	6.517526
145	35424.853407	6.599852
146	35818.088475	6.662944
147	36280.041005	6.735881
148	36692.601338	6.799942
149	37316.642177	6.895960
150	37792.271788	6.968652
151	38427.675306	7.064979
152	38946.059993	7.143009
153	39549.781543	7.232893
154	40055.176707	7.307130
155	40799.992190	7.415655
156	41588.790751	7.531269
157	42229.126251	7.625024
158	43210.448602	7.769733
159	43919.683747	7.875367
160	44688.966599	7.989617
161	45447.992543	8.102102
162	46409.265651	8.245359
163	47269.085308	8.374702
164	48288.554577	8.529688
165	49330.775180	8.691051
166	50188.326624	8.825071
167	50981.280669	8.948450
168	51897.707663	9.090458
169	52543.955939	9.189317
170	53309.917396	9.303816
171	54339.697375	9.456365
172	55382.073195	9.610908
173	56291.389944	9.744823
174	57380.730126	9.904008
175	58295.422954	10.036329
176	59367.976190	10.189292
177	60514.095422	10.351445
178	61601.396407	10.503681
179	62764.370709	10.664364
180	64046.792177	10.839909
181	64995.367299	10.967107
182	66492.253333	11.164316
183	68144.259627	11.382984
184	69570.254280	11.571614
185	71380.826936	11.811350
186	72850.173971	12.005842
187	74991.390977	12.291119
188	76829.439776	12.540068
189	78478.161660	12.762735
190	80789.771723	13.077350
191	82864.459215	13.364995
192	84916.854489	13.651592
